topology,seed,dimensions,peaks,hv,gap,set_resolution,n_relevant_sets,n_points_nondominated,xmax,xmin
funnel,8,5,64,0.7589487995323729,4.896509177210184e-5,16384,8,11946,0.9693916075100982,0.09458897440201804
funnel,8,5,128,0.8413673730307625,8.110507731795558e-5,4096,7,4849,0.9685406628209314,0.17031281645126786
funnel,8,10,1,0.15179797226611538,9.862721862846646e-6,65536,1,32768,1.0704425918371605,-0.011879144051984338
funnel,8,10,2,0.15179797226611538,9.862721862846646e-6,65536,1,32768,1.0704425918371605,-0.011879144051984338
funnel,8,10,4,0.15222965757988294,9.278364570125541e-6,65536,2,33272,1.0704425918371605,-0.011879144051984338
funnel,8,10,8,0.1725984215657533,1.6525246874038446e-5,32768,3,19731,1.0498844206559965,-0.0014292824204934567
funnel,8,10,16,0.20321347659808897,1.3135808501180124e-5,65536,2,36238,1.0008996153588987,0.006087919772115219
funnel,8,10,32,0.26818914648969316,2.1870012273494943e-5,32768,8,19055,1.0002822045978206,0.011398804277429847
funnel,8,10,64,0.4090116335985971,3.382089953313239e-5,32768,6,21369,0.9805651618535629,0.011398804277429847
funnel,8,10,128,0.408747387271257,3.059804797955756e-5,32768,7,22085,0.9805651618535629,0.010403613411964212
funnel,9,2,1,0.08658666118340272,5.453310190597915e-6,65536,1,32768,0.6148802795643855,0.010374153885699924
funnel,9,2,2,0.12655151615037186,6.738596733835145e-6,65536,3,33231,0.6694028580818134,0.010374153885699924
funnel,9,2,4,0.1222642212587373,6.3477651390531076e-6,65536,3,33436,0.6431394423601687,0.010374153885699924
funnel,9,2,8,0.4974968301615371,4.314220010159797e-5,16384,6,13118,0.6148802795643855,0.010374153885699924
funnel,9,2,16,0.7062866581886417,5.304809238493302e-5,4096,9,5286,0.6866106256861739,0.010374153885699924
funnel,9,2,32,0.6764849340434167,5.575024559678621e-5,4096,13,8617,0.6480686987882415,0.010374153885699924
funnel,9,2,64,0.6980311102403445,6.684272044454875e-5,4096,21,10009,0.6480686987882415,0.010374153885699924
funnel,9,2,128,0.7472145762928072,5.628446681582577e-5,4096,23,16283,0.6480686987882415,0.010374153885699924
funnel,9,3,1,0.06826668351729585,3.990637678155662e-6,65536,1,32768,0.6148802795643854,0.01037415388569994
funnel,9,3,2,0.33058181784635104,3.128888934622598e-5,32768,2,17808,0.6148802795643854,0.01037415388569994
funnel,9,3,4,0.45411100578588925,2.4672878407627774e-5,32768,3,22282,0.6148802795643854,0.01037415388569994
funnel,9,3,8,0.6060087075946365,3.957771475393557e-5,16384,4,13076,0.6161182195388651,0.01037415388569994
funnel,9,3,16,0.6831005536135922,3.993425512938131e-5,8192,9,13374,0.6923271680155837,0.01037415388569994
funnel,9,3,32,0.7812210192587138,4.03017191084043e-5,4096,9,7793,0.6923271682016041,0.01037415388569994
funnel,9,3,64,0.7952597137704939,6.638114344548196e-5,2048,10,4492,0.6684012786902338,0.01037415388569994
funnel,9,3,128,0.836474116353993,4.531113200267889e-5,2048,16,5846,0.7031811516020233,0.01037415388569994
funnel,9,5,1,0.06889197592484743,4.073715992855553e-6,65536,1,32768,0.7951266222904951,0.01037415388569999
funnel,9,5,2,0.1296336984206976,7.32091684624292e-6,65536,2,35214,0.849621977277693,0.01037415388569999
funnel,9,5,4,0.1341804293288317,8.58213729487689e-6,65536,2,35214,0.7951266222904951,0.01037415388569999
funnel,9,5,8,0.5410179716038983,4.655714727497262e-5,16384,6,11366,0.7951266222904951,0.01037415388569999
funnel,9,5,16,0.5310478356240345,4.7863704410122665e-5,16384,8,12687,0.7951266222904951,0.01037415388569999
funnel,9,5,32,0.6476294292924094,5.652035830427948e-5,8192,5,7906,0.8011496412805827,0.007033281064674821
funnel,9,5,64,0.6441105298409115,5.6900949000349144e-5,8192,6,8127,0.8836322482522595,0.007064835813678445
funnel,9,5,128,0.7291120835906453,7.223497929231826e-5,8192,13,9936,0.8698216261702231,0.004528002782235291
funnel,9,10,1,0.05935168203240835,3.111456684384839e-6,131072,1,65536,0.8469450139537446,0.010374153885700784
funnel,9,10,2,0.0754224231565975,6.2647140894322995e-6,65536,3,33980,0.8469450139537446,-0.006179349266520252
funnel,9,10,4,0.13354589681564594,1.1977081461278516e-5,65536,2,33189,0.8469450139537446,0.010374153885700784
funnel,9,10,8,0.16154395966985077,1.5313901249591755e-5,65536,5,30495,0.9533294870049578,0.010374153885700784
funnel,9,10,16,0.16608016224292213,1.1143698882554176e-5,65536,7,34174,0.9609697298145098,0.010374153885700784
funnel,9,10,32,0.2964260234043519,2.3408701384008967e-5,32768,4,18351,0.8523722465493137,0.010374153885700784
funnel,9,10,64,0.34844391639805355,2.8085827403989683e-5,32768,8,19116,0.9764607971593608,0.010150282329581059
funnel,9,10,128,0.39032215927405967,2.6963041379501895e-5,32768,10,22255,0.8956644503497972,0.010374153885700784
funnel,10,2,1,0.1748733490649337,1.427672864964813e-5,65536,1,32768,0.7713206432667458,0.020751949359401504
funnel,10,2,2,0.5212876100534084,2.6159214733145753e-5,32768,2,17382,0.7713206432667458,0.018775856980432024
funnel,10,2,4,0.5414576280447203,5.268789469714541e-5,16384,3,9913,0.7713206432667458,0.018775856980432024
funnel,10,2,8,0.7253835388032532,4.724484792517636e-5,16384,2,12686,0.7713206432667458,0.020751949359401504
funnel,10,2,16,0.7927544237218427,6.355235150246052e-5,8192,6,10464,0.7713206432667458,0.020751949359401504
funnel,10,2,32,0.8632813903636339,8.088494087754583e-5,2048,11,4135,0.7713206432667458,0.020751949359401504
funnel,10,2,64,0.8514511871397142,4.906877841859281e-5,4096,13,10368,0.7713206432667458,0.020751949359401504
funnel,10,2,128,0.9071530102522622,5.281602862761137e-5,1024,20,4235,0.7713206432667458,0.020751949359401504
funnel,10,3,1,0.07224815018436731,5.178733697819293e-6,65536,1,32768,0.7713206432667459,0.020751949359401476
funnel,10,3,2,0.07224815018436731,5.178733697819293e-6,65536,1,32768,0.7713206432667459,0.020751949359401476
funnel,10,3,4,0.07224815018436731,5.178733697819293e-6,65536,1,32768,0.7713206432667459,0.020751949359401476
funnel,10,3,8,0.2761076550049062,2.0858892131325746e-5,32768,7,25795,0.7713206432667459,0.01635020036314143
funnel,10,3,16,0.6428893459016818,4.826626909804066e-5,8192,6,9308,0.7713206432667459,0.013032282872930128
funnel,10,3,32,0.7339655251799823,6.766038408978492e-5,4096,8,6915,0.8300893573361753,0.020751949359401476
funnel,10,3,64,0.79020757773013794,6.064244946080155e-5,4096,9,7598,0.8173610926934609,0.020751949359401476
funnel,10,3,128,0.8379873070108806,5.755003318475005e-5,4096,15,7482,0.8200356139866907,0.0014384042516862954
funnel,10,5,1,0.07767378571387101,5.972211805010952e-6,65536,1,32768,0.771320643266746,0.0207519493594015
funnel,10,5,2,0.15655581433343482,7.911302718183189e-6,65536,2,33090,0.78833171252085,0.0207519493594015
funnel,10,5,4,0.18549958869660324,1.0234857203611503e-5,65536,4,29507,0.8959128819378096,0.0207519493594015
funnel,10,5,8,0.3208194398308272,2.6530636383637063e-5,32768,6,18413,0.8820640366074903,0.0207519493594015
funnel,10,5,16,0.412877743993691,2.8481117637479958e-5,32768,8,21343,0.8721755785237255,0.0207519493594015
funnel,10,5,32,0.503692096488894,2.6780393319159046e-5,32768,8,24873,0.8692488265419518,0.0207519493594015
funnel,10,5,64,0.6339996880399147,4.041593004955324e-5,16384,6,16386,0.8260462212056341,0.0207519493594015
funnel,10,5,128,0.7942441603589323,6.322870194630514e-5,8192,9,8826,0.771320643266746,0.01770799464953958
funnel,10,10,1,0.060041086323092546,5.050612283452605e-6,65536,1,32768,0.7713206432667489,0.020751949359401146
funnel,10,10,2,0.08212138056856483,4.481258440880431e-6,65536,2,41294,0.8855568342267959,0.020751949359401146
funnel,10,10,4,0.12680326994428126,8.363407409506252e-6,65536,5,39102,0.9477434994830365,0.0035012479211717997
funnel,10,10,8,0.13269672334539526,8.84371857881594e-6,65536,4,37041,0.9414330628771741,0.0035012479211717997
funnel,10,10,16,0.2514446226523369,2.1489259581675135e-5,32768,6,19918,0.9734721462198365,0.0035012479211717997
funnel,10,10,32,0.29805163496695913,1.9356397155723126e-5,32768,8,21808,0.9823204512006328,0.020751949359401146
funnel,10,10,64,0.3846822274605546,2.4577477451381835e-5,32768,10,21737,0.9858072348421807,0.020751949359401146
funnel,10,10,128,0.4045904280915955,2.433826619274715e-5,32768,9,23668,0.9858072348421807,0.0016933739104519694
funnel,11,2,1,0.07442564290177821,4.802102491735516e-6,65536,1,32768,0.6556808663305995,0.019475241487624584
funnel,11,2,2,0.08501633691195627,5.559429307855357e-6,32768,4,24304,0.761922530279066,0.019475241487624584
funnel,11,2,4,0.09484727010593766,6.260273343827727e-6,32768,5,27234,0.6556808663305995,0.019475241487624584
funnel,11,2,8,0.5210572487247507,2.914535175946309e-5,16384,8,20362,0.6915627359345371,0.019475241487624584
funnel,11,2,16,0.6076319646474098,4.039309555947668e-5,8192,8,12031,0.6915627359345371,0.019475241487624584
funnel,11,2,32,0.723838842526169,3.734502414154406e-5,4096,14,12179,0.6556808663305995,0.019475241487624584
funnel,11,2,64,0.7956465059162683,5.168938758326469e-5,2048,18,7991,0.6556808663305995,0.019289669655827544
funnel,11,2,128,0.8048921829241971,4.207294265579087e-5,2048,18,7387,0.6556808663305995,0.019475241487624584
funnel,11,3,1,0.17175603422773428,1.0663759873047463e-5,65536,1,32768,0.6556808663305996,0.019475241487624587
funnel,11,3,2,0.17175603422773428,1.0663759873047463e-5,65536,1,32768,0.6556808663305996,0.019475241487624587
funnel,11,3,4,0.22306880093408113,2.1373927935830483e-5,32768,3,21611,0.7070220685560387,0.019475241487624587
funnel,11,3,8,0.3963322517980058,2.5610465508141278e-5,32768,4,23678,0.7050141664228524,0.019475241487624587
funnel,11,3,16,0.6798325725076997,5.325338064099405e-5,8192,7,6167,0.7070220685560387,0.019475241487624587
funnel,11,3,32,0.7065356314072704,4.4001222240241944e-5,8192,11,10007,0.800823120036953,0.019475241487624587
funnel,11,3,64,0.7998596711381408,5.1957194679874696e-5,8192,9,9561,0.6556808663305996,0.019475241487624587
funnel,11,3,128,0.8430890448205416,7.931225861268487e-5,2048,15,4056,0.7178076475815715,0.001771110076840411
funnel,11,5,1,0.09628413346728623,6.380471807759802e-6,65536,1,32768,0.8080282417697986,0.019475241487624587
funnel,11,5,2,0.09806720107444503,5.393567737710381e-6,65536,2,37489,0.8080282417697986,0.019475241487624587
funnel,11,5,4,0.1193734091475609,1.0001806219087084e-5,32768,5,18202,0.8080282417697986,0.019475241487624587
funnel,11,5,8,0.26705786192287173,1.93952315857282e-5,32768,7,22682,0.9528165156841387,0.019475241487624587
funnel,11,5,16,0.34020115552614993,1.9770160522569746e-5,32768,8,30937,0.9891192396382501,0.019475241487624587
funnel,11,5,32,0.46257560912101986,2.3892036432271446e-5,32768,11,29598,0.9723156349257669,0.004665919413919899
funnel,11,5,64,0.5390643664130372,4.042027849626706e-5,16384,12,15952,0.9203077242527988,0.004665919413919899
funnel,11,5,128,0.6688375299720488,4.3307549726812056e-5,8192,12,10932,0.9217298547331714,0.019475241487624587
funnel,11,10,1,0.043823562140957076,2.3672412860914482e-6,131072,1,65536,0.992387369557887,0.012780814590608312
funnel,11,10,2,0.0608402421426407,4.214730244152254e-6,65536,2,32570,0.992387369557887,-0.029184493395024148
funnel,11,10,4,0.09294865495248415,8.208493840769493e-6,32768,3,19842,0.992387369557887,-0.029184493279474963
funnel,11,10,8,0.10845584020631235,6.339846047809239e-6,65536,5,31299,0.9954947773151548,-0.022664911879861117
funnel,11,10,16,0.25465265010987326,2.4863000408992253e-5,32768,5,20607,0.992387369557887,0.010352018326938254
funnel,11,10,32,0.26136521861888157,2.3011100249714644e-5,32768,6,21430,0.992387369557887,0.012780814590608312
funnel,11,10,64,0.33016894098721206,2.9177857189255363e-5,32768,5,18755,0.992387369557887,0.01043905835524483
funnel,11,10,128,0.4250423982555352,2.592463522455013e-5,32768,15,24721,0.992387369557887,0.012780814590608312
funnel,12,2,1,0.7521364357798545,6.0329066953968e-5,16384,1,8192,0.7965771666048012,0.026729353221241845
funnel,12,2,2,0.7521364357798545,6.0329066953968e-5,16384,1,8192,0.7965771666048012,0.026729353221241845
funnel,12,2,4,0.827480212955631,7.783853965115384e-5,8192,3,4883,0.8514088778314526,0.013254628959350926
funnel,12,2,8,0.8867826755659036,4.843544380994658e-5,8192,5,9167,0.8462527639145998,0.021264401579099187
funnel,12,2,16,0.9717796603655667,5.287112300944585e-5,2048,3,1601,0.7927963219316291,0.026729353221241845
funnel,12,2,32,0.993642417686982,8.106204922841975e-5,32,3,36,0.7927963219316291,0.026424561107300848
funnel,12,2,64,0.9940756991488394,5.624425118722076e-5,64,6,107,0.8223112080687877,0.026425064913804367
funnel,12,2,128,0.9948388645948436,7.195344878208054e-5,64,7,147,0.7927963219316291,0.026425064913804367
funnel,12,3,1,0.8403701790193738,7.605291657830637e-5,16384,1,8192,0.7927963219316291,0.026729353221241696
funnel,12,3,2,0.8403701790193738,7.605291657830637e-5,16384,1,8192,0.7927963219316291,0.026729353221241696
funnel,12,3,4,0.8403701790193738,7.605291657830637e-5,16384,1,8192,0.7927963219316291,0.026729353221241696
funnel,12,3,8,0.8959435864468115,6.912059472130583e-5,8192,3,4787,0.7927963219316291,0.01701861509326845
funnel,12,3,16,0.9537703841673818,5.9749847880152807e-5,4096,5,2889,0.7927963219316291,0.026729353221241696
funnel,12,3,32,0.9680973956050094,6.563237777679198e-5,2048,7,1741,0.8745562203217825,0.026729353221241696
funnel,12,3,64,0.9869325901343815,7.796423154493581e-5,1024,5,741,0.8652149814138993,0.014197406279309112
funnel,12,3,128,0.988892357584966,6.093129890283322e-5,1024,6,908,0.8652149814138993,0.014197406279309112
funnel,12,5,1,0.39936231045440085,3.68408945495835e-5,32768,1,16384,0.8257881979428235,0.014574962485419774
funnel,12,5,2,0.39936231045440085,3.68408945495835e-5,32768,1,16384,0.8257881979428235,0.014574962485419774
funnel,12,5,4,0.4125740674840154,3.939642858519221e-5,32768,3,16264,0.8943052981493915,0.014574962485419774
funnel,12,5,8,0.5472324584324537,3.0492208808352572e-5,32768,3,22150,0.8124773351387455,0.014574962485419774
funnel,12,5,16,0.5858369763998679,3.1359178667145216e-5,32768,3,21377,0.8176561537149523,0.014574962485419774
funnel,12,5,32,0.6850221122842362,3.444125976503898e-5,16384,7,17095,0.9245089257419241,0.014574962485419774
funnel,12,5,64,0.8576803530813527,4.778823078499528e-5,8192,7,7238,0.9818181898374005,0.007340285937456387
funnel,12,5,128,0.9198121108492319,8.775687976969593e-5,2048,8,2040,0.9818181898374005,0.007675028314094885
funnel,12,10,1,0.0661541095123612,3.6980841957440225e-6,131072,1,65536,0.9569493362751169,0.014574962485419462
funnel,12,10,2,0.0661541095123612,3.6980841957440225e-6,131072,1,65536,0.9569493362751169,0.014574962485419462
funnel,12,10,4,0.10520421247800021,5.943952764000948e-6,65536,2,32319,0.9569493362751169,0.014574962485419462
funnel,12,10,8,0.24020424618202535,1.8717467667239696e-5,32768,3,20688,0.9569493362751169,0.014574962485419462
funnel,12,10,16,0.28069535206638774,1.6548496830193216e-5,32768,4,20653,0.9569493362751169,0.011418606305461656
funnel,12,10,32,0.28470684962959225,1.8324178713724493e-5,32768,7,21247,0.9611237374654015,-0.0017037693674019048
funnel,12,10,64,0.4026319599159875,2.6891352671476465e-5,32768,7,21290,0.9569493362751169,7.013423660251835e-4
funnel,12,10,128,0.7186308906391072,6.0261258335359e-5,16384,7,10081,0.9777736824225643,3.0987265326318003e-4
funnel,13,2,1,0.5335648383944347,4.5491161185129414e-5,32768,1,16384,0.7777024105738204,0.05517086342905292
funnel,13,2,2,0.5335648383944347,4.5491161185129414e-5,32768,1,16384,0.7777024105738204,0.05517086342905292
funnel,13,2,4,0.7435604482811227,4.297111353701588e-5,8192,2,6272,0.7777024105738204,0.05517086342905292
funnel,13,2,8,0.7883328841091954,7.110095581241982e-5,4096,2,3032,0.7777024105738204,0.05517086342905292
funnel,13,2,16,0.8908793541237696,8.408318448838159e-5,4096,2,3764,0.7777024105738204,0.05517086342905292
funnel,13,2,32,0.9576275991813485,4.969477711824766e-5,2048,7,4589,0.7777024105738204,0.05495209918838711
funnel,13,2,64,0.9526710098267301,6.575204450798289e-5,1024,13,3052,0.7777024105738204,0.05495209918838711
funnel,13,2,128,0.9583921339580652,7.537427322579227e-5,512,20,1980,0.7863397267155235,0.05495209918838711
funnel,13,3,1,0.16428768753439257,1.1146451448118544e-5,65536,1,32768,0.8242785326613685,0.05517086342905285
funnel,13,3,2,0.8239259265563329,5.963197475788995e-5,4096,2,2381,0.9215908027299545,0.05517086342905285
funnel,13,3,4,0.6411082502441838,6.062099489834161e-5,4096,3,2786,0.9215908027299545,0.03574455440390698
funnel,13,3,8,0.7449325334926635,6.899647885139082e-5,4096,3,4010,0.9215908027299545,0.05517086342905285
funnel,13,3,16,0.748555235504816,6.429445541977774e-5,4096,3,4372,0.9215908027299545,0.04153970844619
funnel,13,3,32,0.7666301994112666,4.0169714433546666e-5,8192,7,9938,0.9103316797431135,0.05438733923230349
funnel,13,3,64,0.8067284608159144,4.136790315067973e-5,8192,7,11461,0.8986243738057171,0.025859421392910323
funnel,13,3,128,0.8502822160363372,4.9528578578428295e-5,4096,10,9831,0.8242785326613685,0.052732773703273644
funnel,13,5,1,0.09078249857607242,8.824023660744529e-6,32768,1,16384,0.9726011139048933,0.016256939426667012
funnel,13,5,2,0.11415136484970818,8.324980633772627e-6,32768,3,21092,0.9726011139048933,0.016256939426667012
funnel,13,5,4,0.30877231084167833,2.4560035267628955e-5,32768,3,23212,0.9726011139048933,0.03198883084464421
funnel,13,5,8,0.33565132670429104,2.4092511646145454e-5,32768,4,23751,0.9965097811626223,0.002281393450186906
funnel,13,5,16,0.39755594981330405,2.2883933360029474e-5,32768,5,26522,0.9965097811626223,0.055170863429052856
funnel,13,5,32,0.5746414201829041,5.5700261002766815e-5,16384,6,10956,0.9965097811626223,0.028051586729656033
funnel,13,5,64,0.6822687717821401,4.5876268474187576e-5,16384,10,13494,0.9835850826280298,0.028051586729656033
funnel,13,5,128,0.7391095642059718,7.056174191510944e-5,8192,14,7865,0.9726011139048933,0.028051586729656033
funnel,13,10,1,0.02806436928195099,2.052949653195274e-6,131072,1,65536,0.9726011139048933,0.022317757517967822
funnel,13,10,2,0.04317929873420101,3.2004855645278996e-6,65536,2,38912,0.9726011139048933,0.02010929634483384
funnel,13,10,4,0.0465889666416252,3.5838893400266802e-6,65536,3,37548,0.9782482755465839,0.02010929634483384
funnel,13,10,8,0.11238267848054301,6.320923997146788e-6,65536,5,34572,0.9777007153210726,0.015382942190420423
funnel,13,10,16,0.15541079087982684,9.017788243748104e-6,65536,9,34075,0.9726011139048933,0.011643410284194643
funnel,13,10,32,0.27349219604858355,2.3223599710076037e-5,32768,9,21519,0.9726011139048933,0.007761601362124512
funnel,13,10,64,0.3347517018024354,2.9646460277976683e-5,32768,12,19602,0.9926074840111322,0.02158242803535863
funnel,13,10,128,0.38903176249646104,2.6456870077795624e-5,32768,11,21551,0.9726011139048933,0.011400879149703851
funnel,14,2,1,0.4196600776082649,3.815937016682369e-5,32768,1,16384,0.7731650520792969,0.23179942487860408
funnel,14,2,2,0.6548353930211752,4.590716806540662e-5,16384,2,11914,0.7731650520792969,0.23179942487860408
funnel,14,2,4,0.7409044242657841,4.265110613432821e-5,16384,4,10999,0.8109860122930793,0.19287771964680822
funnel,14,2,8,0.7114692421634912,3.789401937015491e-5,16384,6,19000,0.8229240268593139,0.16011450626244253
funnel,14,2,16,0.8467742395851062,6.984584935632032e-5,4096,6,5023,0.7766207712594372,0.1959512605386074
funnel,14,2,32,0.9178724347591705,7.91138766860211e-5,2048,4,3244,0.77621886585667,0.1959512605386074
funnel,14,2,64,0.9580185490222208,9.568456563169292e-5,1024,8,1903,0.77621886585667,0.21468899764113492
funnel,14,2,128,0.9579274675651206,6.620144114588555e-5,512,14,1896,0.8137771457890253,0.21558569349738146
funnel,14,3,1,0.10893726648269944,7.404367133437284e-6,131072,1,65536,0.8704276857248134,0.2317994248786041
funnel,14,3,2,0.3668523598171596,3.141324515415489e-5,32768,3,20434,0.8704276857248134,0.06973074472286066
funnel,14,3,4,0.4944936744644541,3.938983406692742e-5,32768,3,17581,0.8721069723649326,0.1352080714803144
funnel,14,3,8,0.5604370427636594,5.0358453581700324e-5,16384,5,12385,0.8869862681657649,0.06465671559435593
funnel,14,3,16,0.6361822179313585,6.354975945388475e-5,8192,9,8649,0.8704276857248134,0.14512643635461756
funnel,14,3,32,0.6819204795530959,3.428426015839037e-5,8192,13,11791,0.8808805768892585,0.06629644622379907
funnel,14,3,64,0.8146325463343382,7.308300161001924e-5,2048,8,2983,0.8774564762977636,0.19645702396387635
funnel,14,3,128,0.8477137202217765,8.241532445096844e-5,2048,10,3853,0.8738554240572656,0.19645702396387635
funnel,14,5,1,0.23863654503032766,2.361171415837804e-5,32768,1,16384,0.8704276857248127,0.008046948529817933
funnel,14,5,2,0.23863654503032766,2.361171415837804e-5,32768,1,16384,0.8704276857248127,0.008046948529817933
funnel,14,5,4,0.3467714454260421,2.607105344898386e-5,32768,2,20036,0.8899777731016926,0.008046948529817933
funnel,14,5,8,0.3438377356196357,2.4270356247080294e-5,32768,3,21936,0.8899777731016926,0.008046948529817933
funnel,14,5,16,0.3876908442356793,1.9732545335438e-5,32768,6,29456,0.8898182050522896,0.008046948529817933
funnel,14,5,32,0.6414925146937148,4.432413834809523e-5,16384,7,14635,0.9191429683989588,0.0036589521040280466
funnel,14,5,64,0.6673361565282244,5.066235967876587e-5,16384,7,12760,0.9551517326316057,0.0036589521040280466
funnel,14,5,128,0.7761406861960088,6.717591699367809e-5,8192,8,7776,0.9460366672431204,0.008046948529817933
funnel,14,10,1,0.11528038980293157,1.0451378067141692e-5,65536,1,32768,1.0082502751846838,0.00804694852981743
funnel,14,10,2,0.12097017875010957,1.0141606798449998e-5,65536,2,33463,1.0082502751846838,0.00804694852981743
funnel,14,10,4,0.17145174784254164,9.794594400092116e-6,65536,2,33204,0.9778063918515608,0.00804694852981743
funnel,14,10,8,0.19700728427276634,1.952474340891075e-5,32768,3,15464,0.9793188051870338,0.00804694852981743
funnel,14,10,16,0.21411851452113223,1.851373427402825e-5,32768,5,18385,1.055703124799775,0.00804694852981743
funnel,14,10,32,0.2556744805902652,1.4153179322295983e-5,65536,7,31733,0.9777034310270133,0.00804694852981743
funnel,14,10,64,0.46326682014323767,3.080578676040169e-5,32768,7,18368,0.9777034310270133,0.004351714563771321
funnel,14,10,128,0.4734295643808627,3.0264976536020782e-5,32768,6,20106,0.958098414959744,-0.024097860483227006
funnel,15,2,1,0.37941910406751,1.994147838252358e-5,65536,1,32768,0.8488176972685787,0.13937651587857947
funnel,15,2,2,0.5484181161712968,3.771550329845219e-5,32768,2,18316,0.8488176972685787,0.13937651587857947
funnel,15,2,4,0.7558889547188533,6.716880091206523e-5,8192,2,5785,0.8488176972685787,0.09162208497551254
funnel,15,2,8,0.8080141402484748,4.2440757471950974e-5,8192,5,11811,0.9503341955009099,0.06723236279223156
funnel,15,2,16,0.8957356210611647,5.5505318484971866e-5,2048,6,3307,0.8488176972685787,0.06904714229134425
funnel,15,2,32,0.9511775477118184,7.851462828667444e-5,2048,5,2105,0.8488176972685787,0.11487771840818162
funnel,15,2,64,0.959957574548004,4.9791578277225135e-5,2048,8,3976,0.8748937246590314,0.13016530442928137
funnel,15,2,128,0.9712676515547137,5.941643187334922e-5,512,16,1551,0.849214235731685,0.11652301257036704
funnel,15,3,1,0.1513604226568512,1.4889115927785301e-5,32768,1,16384,0.8488176972685788,0.05436321430643145
funnel,15,3,2,0.16190905592848848,1.4692096890589479e-5,32768,3,18903,0.8488176972685788,0.05436321430643145
funnel,15,3,4,0.2759557957323383,1.8538572803761255e-5,32768,6,27296,0.970649457092688,0.05436321430643145
funnel,15,3,8,0.5066398999934814,2.6376829676322266e-5,32768,5,23673,0.8832341779633323,0.05436321430643145
funnel,15,3,16,0.718421754048279,4.6509331462551984e-5,8192,5,8804,0.8488176972685788,0.010974666909998567
funnel,15,3,32,0.8362341164258043,7.703848261153556e-5,2048,9,3636,0.8488176972685788,0.019634566561504606
funnel,15,3,64,0.8655739015953605,8.04846924856717e-5,2048,10,4279,0.9545387001646002,0.05436321430643145
funnel,15,3,128,0.8881975281263309,6.229475963803743e-5,2048,12,5665,0.9545387001646002,0.010829410467254448
funnel,15,5,1,0.05715656376005655,4.844552689384218e-6,65536,1,32768,0.8488176972685788,0.05436321430643137
funnel,15,5,2,0.10334483846491732,6.925321459114175e-6,65536,2,34198,0.8488176972685788,0.05436321430643137
funnel,15,5,4,0.1458195058693903,7.73766615647098e-6,65536,3,36486,0.9788832786890201,0.05436321430643137
funnel,15,5,8,0.19534078692175472,1.3241312182887821e-5,32768,6,21855,0.9788832786890201,0.05436321430643137
funnel,15,5,16,0.2724489169315285,2.0430097373902445e-5,32768,9,23200,0.8719723482092738,0.022955363855144784
funnel,15,5,32,0.5787924643175788,3.9493859408157306e-5,16384,8,17906,0.9174022155931147,0.05092272806973153
funnel,15,5,64,0.7809373016677141,6.69260494772228e-5,8192,7,6545,0.8568041076278203,0.04756986207297017
funnel,15,5,128,0.7930523464746658,6.217156986187966e-5,8192,10,7931,0.8744940197184262,0.039441436335455
funnel,15,10,1,0.06855329647465774,3.6373343562101645e-6,65536,1,32768,0.8664413136806622,0.054363214306431096
funnel,15,10,2,0.07287823081902868,7.03103817416284e-6,32768,2,16181,0.8664413136806622,0.054363214306431096
funnel,15,10,4,0.07768342732743269,4.473214284733684e-6,65536,5,32336,0.9578605566660388,0.00904225888559869
funnel,15,10,8,0.12767278787247388,1.1881912990868715e-5,32768,6,17202,0.9572147687897151,0.023359569780048065
funnel,15,10,16,0.23667242047637516,1.8874425858877997e-5,32768,6,20614,0.9631864799855173,0.027065209320620714
funnel,15,10,32,0.28463277148273747,1.8885539182611488e-5,32768,9,21704,0.954164811876485,0.03138724800727905
funnel,15,10,64,0.30759063872680636,2.3227829041794212e-5,32768,12,22282,0.954164811876485,0.0013768160648543694
funnel,15,10,128,0.36364302874875226,2.432726962042775e-5,32768,12,21275,0.983973840838191,0.02031550181168866
funnel,16,2,1,0.12674816310698767,9.314123987802514e-6,65536,1,32768,0.8386360229741548,0.22329107915353882
funnel,16,2,2,0.12674816310698767,9.314123987802514e-6,65536,1,32768,0.8386360229741548,0.22329107915353882
funnel,16,2,4,0.13430099021658046,1.2706264350154095e-5,32768,3,19719,0.8386360229741548,0.22329107915353882
funnel,16,2,8,0.35282774267617667,1.8977316619817053e-5,32768,5,26797,0.9984968777818094,0.22329107915353882
funnel,16,2,16,0.580764373098573,5.2155841582024465e-5,8192,7,10961,0.8386360229741548,0.22329107915353882
funnel,16,2,32,0.6435887655677969,3.910803960793796e-5,8192,13,15934,0.8386360229741548,0.22329107915353882
funnel,16,2,64,0.7007137067660767,4.9907918636238335e-5,4096,16,13005,0.8717386321518209,0.22329107915353882
funnel,16,2,128,0.743573865975687,7.151922686476908e-5,2048,20,7313,0.8717386321518209,0.22082236642709344
funnel,16,3,1,0.08861243224574819,7.117569997744377e-6,65536,1,32768,0.8386360229741546,0.22329107915353882
funnel,16,3,2,0.09342787060188953,4.8861458429722004e-6,65536,2,34976,0.8386360229741546,0.22329107915353882
funnel,16,3,4,0.10658605630282125,1.0353573073773603e-5,32768,2,19832,0.8386360229741546,0.22329107915353882
funnel,16,3,8,0.4439359576323192,2.814126359207414e-5,32768,7,29771,0.9392673935165161,0.1704492596061254
funnel,16,3,16,0.4800792948464238,3.453905428224546e-5,16384,10,19371,0.9741170549653776,0.18019334850514962
